,Crash Number,Crash Date,Crash Severity,Ambient Light
2408,1777153,6/10/2003,Non-fatal injury,Daylight
2409,1777295,5/24/2003,Property damage only (none injured),Daylight
2410,1777334,8/12/2003,Non-fatal injury,Daylight
2411,1778143,8/21/2004,Non-fatal injury,Daylight
2412,1778461,10/30/2003,Property damage only (none injured),Daylight
2413,1778546,11/11/2003,Not Reported,Dark - lighted roadway
2414,1778553,6/15/2003,Property damage only (none injured),Daylight
2415,1778559,6/20/2003,Property damage only (none injured),Not reported
2416,1779788,7/22/2003,Property damage only (none injured),Daylight
2417,1780833,8/15/2004,Not Reported,Daylight
2418,1780858,8/15/2004,Non-fatal injury,Daylight
2419,1780865,7/22/2004,Property damage only (none injured),Daylight
2420,1780872,7/10/2004,Property damage only (none injured),Dark - lighted roadway
2421,1781404,6/26/2003,Property damage only (none injured),Daylight
2422,1781432,7/24/2003,Property damage only (none injured),Daylight
2423,1781478,12/17/2003,Property damage only (none injured),Daylight
2424,1781571,4/15/2003,Property damage only (none injured),Daylight
2425,1781593,8/20/2003,Property damage only (none injured),Daylight
2426,1781678,1/22/2003,Property damage only (none injured),Daylight
2427,1782044,5/16/2003,Not Reported,Daylight
2428,1782105,12/2/2003,Property damage only (none injured),Daylight
2429,1782302,5/15/2003,Property damage only (none injured),Daylight
2430,1782311,6/8/2003,Unknown,Daylight
2431,1782549,12/20/2003,Not Reported,Dark - lighted roadway
2432,1782558,7/26/2003,Non-fatal injury,Daylight
2433,1782824,5/15/2003,Property damage only (none injured),Daylight
2434,1782925,5/7/2003,Not Reported,Daylight
2435,1782987,6/20/2003,Not Reported,Daylight
2436,1782996,8/7/2003,Non-fatal injury,Dark - lighted roadway
2437,1783056,7/25/2003,Not Reported,Daylight
2438,1783106,6/22/2003,Property damage only (none injured),Daylight
2439,1783257,8/13/2003,Non-fatal injury,Daylight
2440,1783332,6/24/2003,Property damage only (none injured),Daylight
2441,1783366,7/4/2003,Property damage only (none injured),Daylight
2442,1783383,6/20/2003,Property damage only (none injured),Daylight
2443,1783417,12/31/2003,Property damage only (none injured),Daylight
2444,1783442,6/12/2003,Not Reported,Daylight
2445,1783727,6/30/2003,Property damage only (none injured),Daylight
2446,1783739,6/27/2003,Property damage only (none injured),Daylight
2447,1783778,6/11/2003,Property damage only (none injured),Daylight
2448,1784001,8/23/2003,Non-fatal injury,Daylight
2449,1784022,10/6/2003,Non-fatal injury,Dark - lighted roadway
2450,1784182,12/2/2003,Not Reported,Not reported
2451,1784491,7/30/2003,Property damage only (none injured),Daylight
2452,1784685,6/26/2003,Property damage only (none injured),Daylight
2453,1785054,4/27/2003,Not Reported,Daylight
2454,1785201,9/13/2003,Non-fatal injury,Daylight
2455,1785379,7/7/2003,Property damage only (none injured),Daylight
2456,1785584,8/18/2003,Property damage only (none injured),Daylight
2457,1785644,8/19/2003,Property damage only (none injured),Daylight
2458,1785658,7/17/2003,Not Reported,Dark - lighted roadway
2459,1785663,7/17/2003,Property damage only (none injured),Daylight
2460,1785705,7/15/2003,Not Reported,Dark - lighted roadway
2461,1785775,7/21/2003,Property damage only (none injured),Daylight
2462,1786011,12/1/2003,Non-fatal injury,Not reported
2463,1786016,8/27/2003,Not Reported,Dark - lighted roadway
2464,1786053,9/22/2004,Property damage only (none injured),Daylight
2465,1786089,1/15/2003,Property damage only (none injured),Not reported
2466,1786273,4/25/2003,Property damage only (none injured),Dusk
2467,1786405,4/22/2003,Property damage only (none injured),Daylight
2468,1786662,12/5/2003,Not Reported,Daylight
2469,1787051,6/12/2004,Property damage only (none injured),Daylight
2470,1787432,9/27/2004,Property damage only (none injured),Daylight
2471,1787434,9/25/2004,Non-fatal injury,Daylight
2472,1787439,9/22/2004,Non-fatal injury,Daylight
2473,1787443,9/20/2004,Property damage only (none injured),Dark - lighted roadway
2474,1787446,9/15/2004,Non-fatal injury,Daylight
2475,1787969,6/6/2004,Non-fatal injury,Dark - lighted roadway
2476,1788635,9/5/2003,Not Reported,Daylight
2477,1788657,11/4/2003,Property damage only (none injured),Dawn
2478,1789041,7/28/2003,Non-fatal injury,Daylight
2479,1789393,8/21/2003,Non-fatal injury,Dark - lighted roadway
2480,1789794,12/8/2003,Not Reported,Daylight
2481,1789802,12/3/2003,Property damage only (none injured),Daylight
2482,1789825,12/12/2003,Not Reported,Dark - roadway not lighted
2483,1790096,3/21/2003,Property damage only (none injured),Daylight
2484,1792064,7/14/2003,Not Reported,Daylight
2485,1792186,9/18/2003,Non-fatal injury,Daylight
2486,1792811,4/6/2003,Not Reported,Dark - lighted roadway
2487,1793893,7/24/2003,Property damage only (none injured),Daylight
2488,1794041,7/27/2003,Property damage only (none injured),Daylight
2489,1794660,5/31/2003,Not Reported,Daylight
2490,1794731,10/21/2004,Property damage only (none injured),Daylight
2491,1794733,10/14/2004,Non-fatal injury,Daylight
2492,1794736,10/18/2004,Not Reported,Daylight
2493,1794741,10/13/2004,Non-fatal injury,Daylight
2494,1794745,10/4/2004,Non-fatal injury,Daylight
2495,1794747,10/10/2004,Non-fatal injury,Not reported
2496,1794753,10/1/2004,Non-fatal injury,Daylight
2497,1794758,10/1/2004,Not Reported,Dark - lighted roadway
2498,1794763,9/29/2004,Not Reported,Daylight
2499,1794767,9/29/2004,Non-fatal injury,Dark - lighted roadway
2500,1794835,5/29/2003,Property damage only (none injured),Daylight
2501,1794945,8/26/2003,Not Reported,Daylight
2502,1794976,9/28/2004,Property damage only (none injured),Daylight
2503,1794985,10/22/2004,Non-fatal injury,Dusk
2504,1794990,10/22/2004,Non-fatal injury,Dark - lighted roadway
2505,1795010,10/23/2004,Not Reported,Daylight
2506,1795015,10/24/2004,Non-fatal injury,Dark - lighted roadway
2507,1795156,7/23/2003,Property damage only (none injured),Dark - lighted roadway
2508,1795237,6/26/2003,Not Reported,Daylight
2509,1795298,8/3/2003,Not Reported,Daylight
2510,1795331,7/4/2003,Non-fatal injury,Daylight
2511,1795367,8/2/2003,Non-fatal injury,Daylight
2512,1795409,7/18/2003,Property damage only (none injured),Daylight
2513,1795456,8/15/2003,Property damage only (none injured),Daylight
2514,1795476,6/11/2003,Not Reported,Not reported
2515,1795585,5/15/2003,Non-fatal injury,Daylight
2516,1795614,6/16/2003,Non-fatal injury,Daylight
2517,1795835,4/12/2003,Property damage only (none injured),Daylight
2518,1795920,6/30/2003,Non-fatal injury,Daylight
2519,1795936,2/7/2003,Not Reported,Dark - lighted roadway
2520,1795958,6/9/2003,Non-fatal injury,Daylight
2521,1795987,6/18/2003,Not Reported,Not reported
2522,1796021,12/14/2003,Property damage only (none injured),Dark - lighted roadway
2523,1796067,6/12/2003,Not Reported,Not reported
2524,1796068,6/17/2003,Non-fatal injury,Daylight
2525,1796103,4/24/2004,Non-fatal injury,Daylight
2526,1796106,4/26/2004,Non-fatal injury,Daylight
2527,1796110,5/23/2004,Property damage only (none injured),Daylight
2528,1796112,5/25/2004,Property damage only (none injured),Daylight
2529,1796116,5/26/2004,Non-fatal injury,Daylight
2530,1796117,6/1/2004,Property damage only (none injured),Dark - lighted roadway
2531,1796127,3/18/2003,Non-fatal injury,Daylight
2532,1796130,5/23/2003,Property damage only (none injured),Dark - lighted roadway
2533,1796161,6/1/2004,Non-fatal injury,Daylight
2534,1796172,6/4/2004,Property damage only (none injured),Daylight
2535,1796176,6/6/2004,Property damage only (none injured),Daylight
2536,1796178,6/15/2004,Property damage only (none injured),Daylight
2537,1796182,6/23/2004,Property damage only (none injured),Daylight
2538,1796184,6/26/2004,Non-fatal injury,Dark - lighted roadway
2539,1796187,6/26/2004,Non-fatal injury,Dark - lighted roadway
2540,1796188,11/5/2003,Property damage only (none injured),Daylight
2541,1796189,6/28/2004,Property damage only (none injured),Dark - lighted roadway
2542,1796230,12/4/2003,Property damage only (none injured),Daylight
2543,1796401,6/4/2003,Not Reported,Daylight
2544,1796431,8/6/2003,Not Reported,Not reported
2545,1796459,9/5/2003,Unknown,Daylight
2546,1796521,9/6/2003,Property damage only (none injured),Daylight
2547,1797151,7/7/2004,Property damage only (none injured),Daylight
2548,1797160,7/24/2004,Property damage only (none injured),Daylight
2549,1797190,8/21/2004,Property damage only (none injured),Daylight
2550,1797212,7/22/2004,Property damage only (none injured),Dark - lighted roadway
2551,1797260,6/25/2003,Not Reported,Dark - lighted roadway
2552,1797316,9/24/2003,Not Reported,Daylight
2553,1797571,9/28/2003,Non-fatal injury,Dark - lighted roadway
2554,1797708,2/3/2003,Property damage only (none injured),Daylight
2555,1797757,12/2/2003,Property damage only (none injured),Daylight
2556,1797934,11/26/2003,Property damage only (none injured),Daylight
2557,1798442,1/10/2003,Not Reported,Daylight
2558,1799119,10/3/2003,Non-fatal injury,Daylight
2559,1799354,5/5/2003,Not Reported,Dark - lighted roadway
2560,1799442,2/7/2003,Non-fatal injury,Daylight
2561,1799728,7/19/2003,Property damage only (none injured),Daylight
2562,1799856,5/23/2003,Not Reported,Daylight
2563,1799869,7/5/2003,Not Reported,Daylight
2564,1800178,7/5/2003,Property damage only (none injured),Daylight
2565,1800335,9/5/2004,Property damage only (none injured),Daylight
2566,1800370,6/29/2003,Property damage only (none injured),Daylight
2567,1800726,11/2/2003,Property damage only (none injured),Daylight
2568,1802260,9/18/2003,Not Reported,Daylight
2569,1802533,12/2/2003,Not Reported,Dark - lighted roadway
2570,1802544,12/2/2003,Property damage only (none injured),Daylight
2571,1802690,4/11/2003,Property damage only (none injured),Dark - lighted roadway
2572,1803277,5/4/2003,Property damage only (none injured),Daylight
2573,1803652,2/23/2003,Non-fatal injury,Dusk
2574,1804326,4/6/2003,Non-fatal injury,Daylight
2575,1804857,6/17/2003,Unknown,Daylight
2576,1804865,1/1/2004,Not Reported,Daylight
2577,1804996,5/16/2003,Not Reported,Daylight
2578,1805173,1/13/2004,Not Reported,Dark - lighted roadway
2579,1805654,10/26/2004,Non-fatal injury,Daylight
2580,1806050,6/9/2004,Property damage only (none injured),Daylight
2581,1806460,2/15/2004,Non-fatal injury,Daylight
2582,1806778,8/5/2004,Non-fatal injury,Daylight
2583,1806797,8/3/2004,Property damage only (none injured),Daylight
2584,1806952,1/5/2004,Not Reported,Daylight
2585,1807450,3/14/2004,Not Reported,Daylight
2586,1808170,1/13/2004,Unknown,Daylight
2587,1808656,5/28/2004,Unknown,Daylight
2588,1808811,4/25/2004,Property damage only (none injured),Dark - lighted roadway
2589,1809471,5/17/2004,Not Reported,Daylight
2590,1810106,5/16/2004,Property damage only (none injured),Daylight
2591,1810580,10/17/2004,Property damage only (none injured),Dark - lighted roadway
2592,1810659,3/11/2004,Property damage only (none injured),Dawn
2593,1810787,3/27/2004,Unknown,Dark - lighted roadway
2594,1810837,5/2/2004,Not Reported,Dawn
2595,1812816,5/23/2004,Property damage only (none injured),Daylight
2596,1812997,2/15/2004,Non-fatal injury,Dark - lighted roadway
2597,1813692,10/19/2004,Non-fatal injury,Dark - lighted roadway
2598,1813695,10/21/2004,Non-fatal injury,Dusk
2599,1813703,10/28/2004,Non-fatal injury,Daylight
2600,1813716,10/30/2004,Non-fatal injury,Daylight
2601,1813727,10/30/2004,Not Reported,Daylight
2602,1813740,10/31/2004,Non-fatal injury,Dark - lighted roadway
2603,1813748,10/31/2004,Non-fatal injury,Daylight
2604,1813795,11/7/2004,Non-fatal injury,Dark - lighted roadway
2605,1813797,10/24/2004,Non-fatal injury,Daylight
2606,1813807,11/9/2004,Non-fatal injury,Dark - lighted roadway
2607,1813818,11/12/2004,Not Reported,Not reported
2608,1813843,11/15/2004,Non-fatal injury,Daylight
2609,1813871,11/24/2004,Non-fatal injury,Daylight
2610,1813876,11/19/2004,Not Reported,Daylight
2611,1813879,12/1/2004,Non-fatal injury,Dark - lighted roadway
2612,1813997,10/30/2004,Non-fatal injury,Dark - lighted roadway
2613,1814024,6/20/2004,Not Reported,Daylight
2614,1814641,2/4/2004,Not Reported,Daylight
2615,1815040,4/15/2004,Unknown,Daylight
2616,1815410,3/11/2004,Non-fatal injury,Daylight
2617,1816744,6/14/2004,Not Reported,Daylight
2618,1817278,4/23/2004,Non-fatal injury,Daylight
2619,1817324,6/22/2004,Non-fatal injury,Dark - lighted roadway
2620,1817328,5/9/2004,Unknown,Daylight
2621,1817407,6/13/2004,Non-fatal injury,Daylight
2622,1817557,6/23/2004,Property damage only (none injured),Daylight
2623,1817627,10/1/2004,Property damage only (none injured),Daylight
2624,1817758,3/25/2004,Property damage only (none injured),Dark - lighted roadway
2625,1817855,4/12/2004,Non-fatal injury,Dark - lighted roadway
2626,1817863,9/14/2004,Not Reported,Daylight
2627,1817873,7/20/2004,Non-fatal injury,Dark - lighted roadway
2628,1817924,6/18/2004,Non-fatal injury,Dark - lighted roadway
2629,1818087,5/21/2004,Property damage only (none injured),Daylight
2630,1818136,4/6/2004,Not Reported,Daylight
2631,1818170,9/10/2004,Property damage only (none injured),Daylight
2632,1818325,12/5/2004,Property damage only (none injured),Dark - lighted roadway
2633,1818386,4/5/2004,Property damage only (none injured),Daylight
2634,1819288,5/7/2004,Property damage only (none injured),Dark - lighted roadway
2635,1819448,6/22/2004,Property damage only (none injured),Daylight
2636,1819468,6/19/2004,Non-fatal injury,Daylight
2637,1819527,5/6/2004,Not Reported,Daylight
2638,1819568,9/23/2004,Non-fatal injury,Daylight
2639,1819758,4/12/2004,Non-fatal injury,Daylight
2640,1819796,4/26/2004,Not Reported,Daylight
2641,1819907,5/29/2004,Property damage only (none injured),Daylight
2642,1820117,11/2/2004,Property damage only (none injured),Daylight
2643,1820263,11/6/2004,Property damage only (none injured),Dark - roadway not lighted
2644,1820283,6/25/2004,Non-fatal injury,Daylight
2645,1820401,3/19/2004,Not Reported,Daylight
2646,1820416,3/23/2004,Non-fatal injury,Daylight
2647,1820808,3/8/2004,Non-fatal injury,Dark - lighted roadway
2648,1820842,6/1/2004,Not Reported,Dark - lighted roadway
2649,1820879,6/10/2004,Non-fatal injury,Daylight
2650,1821015,6/1/2004,Not Reported,Daylight
2651,1821222,4/17/2004,Non-fatal injury,Dusk
2652,1821248,5/20/2004,Not Reported,Daylight
2653,1821298,4/21/2004,Property damage only (none injured),Daylight
2654,1821549,1/2/2004,Not Reported,Daylight
2655,1821724,4/26/2004,Property damage only (none injured),Daylight
2656,1821879,5/1/2004,Property damage only (none injured),Dark - lighted roadway
2657,1821940,5/20/2004,Property damage only (none injured),Not reported
2658,1822007,5/24/2004,Non-fatal injury,Daylight
2659,1822016,4/27/2004,Not Reported,Daylight
2660,1823067,6/1/2004,Property damage only (none injured),Daylight
2661,1823121,6/6/2004,Property damage only (none injured),Dark - unknown roadway lighting
2662,1825658,10/9/2004,Not Reported,Daylight
2663,1826016,5/6/2004,Non-fatal injury,Daylight
2664,1826135,12/8/2004,Property damage only (none injured),Dusk
2665,1826146,12/14/2004,Non-fatal injury,Daylight
2666,1826150,12/15/2004,Non-fatal injury,Daylight
2667,1826158,12/16/2004,Non-fatal injury,Daylight
2668,1826200,12/22/2004,Non-fatal injury,Dawn
2669,1826206,12/21/2004,Non-fatal injury,Daylight
2670,1826215,12/27/2004,Non-fatal injury,Daylight
2671,1826227,12/31/2004,Non-fatal injury,Dark - lighted roadway
2672,1826277,12/29/2004,Non-fatal injury,Dark - lighted roadway
2673,1826283,12/7/2004,Non-fatal injury,Daylight
2674,1826285,12/5/2004,Non-fatal injury,Daylight
2675,1827827,12/29/2004,Property damage only (none injured),Daylight
2676,1827907,1/1/2005,Non-fatal injury,Dark - lighted roadway
2677,1827920,1/2/2005,Non-fatal injury,Dark - lighted roadway
2678,1828091,6/18/2004,Property damage only (none injured),Daylight
2679,1828274,6/20/2004,Property damage only (none injured),Daylight
2680,1828564,4/19/2004,Non-fatal injury,Daylight
2681,1828682,6/5/2004,Not Reported,Daylight
2682,1828998,4/11/2004,Non-fatal injury,Daylight
2683,1829622,6/7/2004,Not Reported,Daylight
2684,1830146,10/24/2004,Not Reported,Dark - lighted roadway
2685,1830218,6/25/2004,Non-fatal injury,Daylight
2686,1830541,4/13/2004,Non-fatal injury,Daylight
2687,1830625,5/15/2004,Non-fatal injury,Daylight
2688,1831175,10/22/2004,Not Reported,Daylight
2689,1831194,10/21/2004,Not Reported,Unknown
2690,1831467,5/1/2004,Property damage only (none injured),Daylight
2691,1831706,5/15/2004,Property damage only (none injured),Dark - lighted roadway
2692,1833424,5/17/2004,Unknown,Daylight
2693,1833593,1/19/2005,Property damage only (none injured),Daylight
2694,1835770,10/8/2004,Property damage only (none injured),Dark - lighted roadway
2695,1836367,1/1/2005,Non-fatal injury,Dark - roadway not lighted
2696,1836374,1/13/2005,Non-fatal injury,Daylight
2697,1836381,1/11/2005,Non-fatal injury,Dark - lighted roadway
2698,1836409,1/9/2005,Non-fatal injury,Dark - lighted roadway
2699,1836418,1/8/2005,Non-fatal injury,Dark - lighted roadway
2700,1836433,1/8/2005,Non-fatal injury,Dark - roadway not lighted
2701,1836445,1/6/2005,Non-fatal injury,Dark - lighted roadway
2702,1836457,1/6/2005,Non-fatal injury,Dark - lighted roadway
2703,1836465,2/6/2005,Non-fatal injury,Dark - lighted roadway
2704,1836472,1/16/2005,Non-fatal injury,Dark - lighted roadway
2705,1836480,1/16/2005,Not Reported,Dark - lighted roadway
2706,1836827,2/25/2004,Not Reported,Unknown
2707,1837470,5/22/2004,Property damage only (none injured),Daylight
2708,1837740,4/9/2004,Not Reported,Dusk
2709,1837908,6/13/2004,Not Reported,Daylight
2710,1837989,4/14/2004,Non-fatal injury,Dawn
2711,1838014,3/8/2004,Non-fatal injury,Dark - lighted roadway
2712,1838114,4/17/2004,Not Reported,Dark - lighted roadway
2713,1839561,4/14/2004,Not Reported,Daylight
2714,1840388,5/2/2004,Non-fatal injury,Dusk
2715,1840649,9/7/2004,Non-fatal injury,Daylight
2716,1841662,4/26/2004,Property damage only (none injured),Daylight
2717,1841681,3/23/2004,Non-fatal injury,Daylight
2718,1841923,6/1/2004,Property damage only (none injured),Daylight
2719,1842006,6/9/2004,Non-fatal injury,Dusk
2720,1842022,11/10/2004,Property damage only (none injured),Daylight
2721,1842037,10/2/2004,Non-fatal injury,Daylight
2722,1842068,6/6/2004,Not Reported,Dusk
2723,1843125,5/13/2004,Not Reported,Not reported
2724,1844891,9/30/2004,Non-fatal injury,Dark - lighted roadway
2725,1845315,5/9/2004,Not Reported,Daylight
2726,1845323,5/9/2004,Property damage only (none injured),Daylight
2727,1845729,5/20/2004,Property damage only (none injured),Daylight
2728,1845739,12/12/2004,Property damage only (none injured),Dark - lighted roadway
2729,1845833,3/6/2004,Non-fatal injury,Daylight
2730,1845847,2/1/2004,Property damage only (none injured),Daylight
2731,1846188,12/25/2004,Property damage only (none injured),Daylight
2732,1846340,7/25/2004,Non-fatal injury,Daylight
2733,1846372,8/15/2004,Property damage only (none injured),Dark - lighted roadway
2734,1846373,8/6/2004,Not Reported,Dark - lighted roadway
2735,1846396,8/4/2004,Property damage only (none injured),Daylight
2736,1846453,8/1/2004,Non-fatal injury,Daylight
2737,1846469,10/4/2004,Non-fatal injury,Not reported
2738,1847049,9/23/2004,Non-fatal injury,Daylight
2739,1847203,5/22/2004,Property damage only (none injured),Daylight
2740,1847446,8/7/2004,Property damage only (none injured),Daylight
2741,1848257,12/30/2004,Not Reported,Dark - lighted roadway
2742,1848292,12/25/2004,Not Reported,Daylight
2743,1848508,8/10/2004,Property damage only (none injured),Daylight
2744,1849116,8/3/2004,Non-fatal injury,Daylight
2745,1849206,5/19/2004,Property damage only (none injured),Daylight
2746,1849208,8/4/2004,Non-fatal injury,Daylight
2747,1849387,4/16/2004,Property damage only (none injured),Dark - lighted roadway
2748,1851003,5/21/2004,Property damage only (none injured),Dark - lighted roadway
2749,1851036,5/30/2004,Property damage only (none injured),Daylight
2750,1851341,8/2/2004,Non-fatal injury,Daylight
2751,1851342,5/21/2004,Unknown,Daylight
2752,1851402,7/24/2004,Non-fatal injury,Daylight
2753,1851716,8/21/2004,Non-fatal injury,Daylight
2754,1851723,8/21/2004,Not Reported,Daylight
2755,1851729,8/21/2004,Property damage only (none injured),Daylight
2756,1851733,8/22/2004,Non-fatal injury,Dark - lighted roadway
2757,1851750,9/8/2004,Property damage only (none injured),Daylight
2758,1851754,9/8/2004,Property damage only (none injured),Daylight
2759,1851780,9/8/2004,Property damage only (none injured),Daylight
2760,1851786,9/15/2004,Property damage only (none injured),Daylight
2761,1851843,9/20/2004,Non-fatal injury,Dark - lighted roadway
2762,1851865,9/23/2004,Property damage only (none injured),Dark - lighted roadway
2763,1851874,9/28/2004,Property damage only (none injured),Daylight
2764,1851884,9/28/2004,Property damage only (none injured),Daylight
2765,1851886,9/28/2004,Property damage only (none injured),Daylight
2766,1851892,9/29/2004,Property damage only (none injured),Daylight
2767,1851899,10/4/2004,Non-fatal injury,Dark - lighted roadway
2768,1851904,10/6/2004,Non-fatal injury,Dark - lighted roadway
2769,1851909,10/7/2004,Property damage only (none injured),Daylight
2770,1851931,10/14/2004,Non-fatal injury,Daylight
2771,1851937,10/20/2004,Non-fatal injury,Daylight
2772,1852003,5/26/2004,Non-fatal injury,Daylight
2773,1852007,5/25/2004,Property damage only (none injured),Dusk
2774,1852008,10/22/2004,Property damage only (none injured),Daylight
2775,1852014,11/12/2004,Unknown,Dusk
2776,1852016,10/29/2004,Non-fatal injury,Dark - lighted roadway
2777,1852018,10/30/2004,Non-fatal injury,Daylight
2778,1852026,11/6/2004,Property damage only (none injured),Daylight
2779,1852102,11/14/2004,Non-fatal injury,Dark - lighted roadway
2780,1852109,11/21/2004,Property damage only (none injured),Daylight
2781,1852116,11/23/2004,Property damage only (none injured),Dark - lighted roadway
2782,1852120,11/25/2004,Property damage only (none injured),Daylight
2783,1852121,11/25/2004,Not Reported,Daylight
2784,1852171,12/21/2004,Non-fatal injury,Daylight
2785,1852386,6/2/2004,Non-fatal injury,Daylight
2786,1852464,12/23/2004,Non-fatal injury,Daylight
2787,1852630,12/11/2004,Property damage only (none injured),Daylight
2788,1853097,12/17/2004,Property damage only (none injured),Dark - roadway not lighted
2789,1853118,12/18/2004,Non-fatal injury,Daylight
2790,1853121,12/19/2004,Property damage only (none injured),Dark - lighted roadway
2791,1853123,12/19/2004,Not Reported,Dark - lighted roadway
2792,1853143,12/18/2004,Non-fatal injury,Daylight
2793,1853148,12/19/2004,Property damage only (none injured),Dark - lighted roadway
2794,1853240,11/14/2004,Not Reported,Daylight
2795,1853265,12/10/2004,Property damage only (none injured),Dark - lighted roadway
2796,1853279,12/20/2004,Non-fatal injury,Daylight
2797,1853281,12/20/2004,Non-fatal injury,Daylight
2798,1853286,12/23/2004,Non-fatal injury,Daylight
2799,1853287,12/23/2004,Property damage only (none injured),Dark - lighted roadway
2800,1853325,12/8/2004,Non-fatal injury,Dark - lighted roadway
2801,1853331,12/29/2004,Property damage only (none injured),Daylight
2802,1853336,12/29/2004,Non-fatal injury,Daylight
2803,1853338,12/30/2004,Property damage only (none injured),Dark - lighted roadway
2804,1853342,12/31/2004,Property damage only (none injured),Dark - lighted roadway
2805,1853349,12/31/2004,Non-fatal injury,Dark - lighted roadway
2806,1853506,1/2/2004,Not Reported,Dark - lighted roadway
2807,1853654,10/11/2004,Property damage only (none injured),Daylight
2808,1854074,8/19/2004,Non-fatal injury,Daylight
2809,1854817,8/11/2004,Not Reported,Daylight
2810,1855080,8/31/2004,Property damage only (none injured),Daylight
2811,1855317,5/7/2004,Property damage only (none injured),Daylight
2812,1855550,8/22/2004,Property damage only (none injured),Dark - lighted roadway
2813,1855619,8/5/2004,Property damage only (none injured),Daylight
2814,1856020,4/23/2004,Property damage only (none injured),Dusk
2815,1856044,3/2/2005,Fatal injury,Dark - lighted roadway
2816,1856324,8/26/2004,Not Reported,Daylight
2817,1856379,5/25/2004,Not Reported,Daylight
2818,1856421,2/6/2004,Property damage only (none injured),Dark - lighted roadway
2819,1856518,1/16/2004,Non-fatal injury,Daylight
2820,1856610,5/12/2004,Property damage only (none injured),Daylight
2821,1856615,12/23/2004,Property damage only (none injured),Dark - lighted roadway
2822,1856891,9/2/2004,Not Reported,Daylight
2823,1856945,6/6/2004,Unknown,Dark - lighted roadway
2824,1856955,4/17/2004,Non-fatal injury,Daylight
2825,1856956,8/29/2004,Non-fatal injury,Daylight
2826,1856973,6/5/2004,Property damage only (none injured),Daylight
2827,1857007,4/29/2004,Property damage only (none injured),Daylight
2828,1857054,5/5/2004,Not Reported,Daylight
2829,1857312,5/7/2004,Property damage only (none injured),Daylight
2830,1857516,5/30/2004,Property damage only (none injured),Dark - unknown roadway lighting
2831,1858146,7/9/2004,Not Reported,Daylight
2832,1858457,4/17/2004,Non-fatal injury,Daylight
2833,1858773,2/2/2004,Not Reported,Not reported
2834,1858826,4/13/2004,Non-fatal injury,Daylight
2835,1858880,2/7/2004,Not Reported,Dark - lighted roadway
2836,1858967,1/7/2005,Property damage only (none injured),Daylight
2837,1858973,1/7/2005,Non-fatal injury,Dark - lighted roadway
2838,1858975,1/10/2005,Property damage only (none injured),Dark - lighted roadway
2839,1858998,12/23/2004,Non-fatal injury,Daylight
2840,1859156,12/28/2004,Not Reported,Daylight
2841,1859421,4/27/2004,Not Reported,Daylight
2842,1859442,11/13/2004,Property damage only (none injured),Not reported
2843,1859471,2/10/2004,Property damage only (none injured),Daylight
2844,1859522,1/18/2004,Not Reported,Dark - lighted roadway
2845,1859660,3/21/2005,Not Reported,Dark - lighted roadway
2846,1859669,3/5/2005,Non-fatal injury,Dawn
2847,1859702,3/2/2005,Not Reported,Not reported
2848,1859761,3/5/2005,Non-fatal injury,Daylight
2849,1859770,2/26/2005,Not Reported,Daylight
2850,1859783,2/26/2005,Non-fatal injury,Daylight
2851,1859790,2/24/2005,Non-fatal injury,Daylight
2852,1859816,3/1/2005,Non-fatal injury,Daylight
2853,1859899,2/20/2004,Property damage only (none injured),Daylight
2854,1859968,10/21/2004,Non-fatal injury,Daylight
2855,1860070,2/19/2004,Property damage only (none injured),Dark - lighted roadway
2856,1860146,4/16/2004,Non-fatal injury,Daylight
2857,1860655,2/3/2004,Not Reported,Not reported
2858,1860662,5/7/2004,Non-fatal injury,Daylight
2859,1860801,3/11/2005,Non-fatal injury,Dusk
2860,1860981,9/6/2004,Property damage only (none injured),Dark - lighted roadway
2861,1861072,12/27/2004,Non-fatal injury,Daylight
2862,1861216,10/15/2004,Property damage only (none injured),Dark - lighted roadway
2863,1861282,8/28/2004,Non-fatal injury,Dark - unknown roadway lighting
2864,1861328,4/18/2004,Non-fatal injury,Daylight
2865,1861475,9/6/2004,Not Reported,Dark - lighted roadway
2866,1861569,7/22/2004,Property damage only (none injured),Daylight
2867,1861669,4/28/2004,Property damage only (none injured),Dark - lighted roadway
2868,1861801,12/23/2004,Not Reported,Dark - lighted roadway
2869,1861805,12/28/2004,Property damage only (none injured),Daylight
2870,1861979,12/19/2004,Fatal injury,Not reported
2871,1862003,8/23/2004,Unknown,Daylight
2872,1862044,9/9/2004,Not Reported,Dark - lighted roadway
2873,1862183,8/22/2004,Non-fatal injury,Dark - lighted roadway
2874,1862381,6/6/2004,Non-fatal injury,Dark - lighted roadway
2875,1862573,5/30/2004,Not Reported,Daylight
2876,1862709,11/25/2004,Non-fatal injury,Daylight
2877,1862792,6/13/2004,Not Reported,Daylight
2878,1862793,12/22/2004,Not Reported,Daylight
2879,1862832,12/26/2004,Property damage only (none injured),Dark - lighted roadway
2880,1862897,5/30/2004,Property damage only (none injured),Daylight
2881,1862981,3/4/2004,Non-fatal injury,Daylight
2882,1863082,2/3/2004,Non-fatal injury,Daylight
2883,1863140,2/25/2004,Property damage only (none injured),Daylight
2884,1863629,2/15/2004,Not Reported,Not reported
2885,1863649,2/19/2004,Non-fatal injury,Dark - lighted roadway
2886,1863679,3/1/2004,Not Reported,Dark - lighted roadway
