,Crash Number,Crash Date,Crash Severity,Ambient Light
9905,3379090,11/20/2012,Property damage only (none injured),Daylight
9906,3379094,12/26/2012,Property damage only (none injured),Daylight
9907,3379095,12/26/2012,Property damage only (none injured),Dark - roadway not lighted
9908,3379140,3/31/2013,Non-fatal injury,Not reported
9909,3380184,3/31/2013,Property damage only (none injured),Daylight
9910,3380185,3/30/2013,Non-fatal injury,Daylight
9911,3380186,3/26/2013,Property damage only (none injured),Dawn
9912,3380583,3/23/2013,Property damage only (none injured),Dark - lighted roadway
9913,3381830,3/25/2013,Property damage only (none injured),Daylight
9914,3382233,3/25/2013,Property damage only (none injured),Daylight
9915,3383031,2/11/2013,Non-fatal injury,Daylight
9916,3384533,1/8/2013,Property damage only (none injured),Dark - lighted roadway
9917,3384536,1/9/2013,Property damage only (none injured),Dark - roadway not lighted
9918,3384538,1/13/2013,Not Reported,Dark - lighted roadway
9919,3384541,1/20/2013,Property damage only (none injured),Dark - lighted roadway
9920,3384543,1/30/2013,Non-fatal injury,Daylight
9921,3384546,2/7/2013,Non-fatal injury,Daylight
9922,3384548,2/17/2013,Property damage only (none injured),Dark - lighted roadway
9923,3385733,2/24/2013,Property damage only (none injured),Daylight
9924,3385734,4/3/2013,Property damage only (none injured),Daylight
9925,3386564,2/24/2013,Property damage only (none injured),Dark - lighted roadway
9926,3389775,4/10/2013,Property damage only (none injured),Daylight
9927,3389924,3/8/2013,Non-fatal injury,Dark - lighted roadway
9928,3390117,3/8/2013,Property damage only (none injured),Dawn
9929,3390119,2/25/2013,Unknown,Dawn
9930,3390122,3/6/2013,Property damage only (none injured),Daylight
9931,3390124,3/7/2013,Property damage only (none injured),Daylight
9932,3390126,3/7/2013,Property damage only (none injured),Dark - lighted roadway
9933,3390130,3/8/2013,Property damage only (none injured),Daylight
9934,3390146,3/26/2013,Property damage only (none injured),Daylight
9935,3390232,3/10/2013,Property damage only (none injured),Dark - lighted roadway
9936,3390633,1/1/2013,Property damage only (none injured),Daylight
9937,3390634,1/2/2013,Property damage only (none injured),Daylight
9938,3390636,1/11/2013,Property damage only (none injured),Daylight
9939,3390639,1/29/2013,Property damage only (none injured),Daylight
9940,3390640,2/16/2013,Property damage only (none injured),Daylight
9941,3390959,2/23/2013,Property damage only (none injured),Dark - roadway not lighted
9942,3390960,2/21/2013,Property damage only (none injured),Daylight
9943,3390961,2/19/2013,Property damage only (none injured),Dusk
9944,3390962,2/19/2013,Property damage only (none injured),Dark - roadway not lighted
9945,3390963,2/15/2013,Non-fatal injury,Dark - lighted roadway
9946,3390964,2/19/2013,Property damage only (none injured),Daylight
9947,3390995,4/7/2013,Property damage only (none injured),Daylight
9948,3390996,4/7/2013,Property damage only (none injured),Dark - lighted roadway
9949,3391913,4/19/2013,Property damage only (none injured),Daylight
9950,3392134,3/18/2013,Unknown,Dawn
9951,3392135,3/15/2013,Non-fatal injury,Daylight
9952,3392192,3/12/2013,Non-fatal injury,Dark - lighted roadway
9953,3392193,3/18/2013,Property damage only (none injured),Daylight
9954,3392217,3/19/2013,Unknown,Daylight
9955,3392219,3/20/2013,Property damage only (none injured),Dark - roadway not lighted
9956,3392220,3/20/2013,Property damage only (none injured),Dark - lighted roadway
9957,3392226,3/20/2013,Non-fatal injury,Daylight
9958,3392228,3/20/2013,Property damage only (none injured),Dark - lighted roadway
9959,3392230,1/23/2013,Non-fatal injury,Daylight
9960,3392332,3/22/2013,Unknown,Daylight
9961,3392333,3/24/2013,Property damage only (none injured),Daylight
9962,3392811,4/18/2013,Non-fatal injury,Daylight
9963,3392812,4/15/2013,Non-fatal injury,Daylight
9964,3392813,4/10/2013,Property damage only (none injured),Dark - lighted roadway
9965,3392988,4/23/2013,Property damage only (none injured),Daylight
9966,3393135,4/19/2013,Property damage only (none injured),Daylight
9967,3393141,4/19/2013,Property damage only (none injured),Dark - lighted roadway
9968,3393145,4/19/2013,Non-fatal injury,Daylight
9969,3393148,4/21/2013,Non-fatal injury,Dark - lighted roadway
9970,3393151,4/18/2013,Property damage only (none injured),Dark - lighted roadway
9971,3393154,4/19/2013,Property damage only (none injured),Daylight
9972,3393156,2/11/2013,Non-fatal injury,Dark - lighted roadway
9973,3393161,2/13/2013,Non-fatal injury,Daylight
9974,3393164,2/12/2013,Non-fatal injury,Daylight
9975,3393166,2/14/2013,Property damage only (none injured),Daylight
9976,3393169,2/18/2013,Non-fatal injury,Daylight
9977,3393172,2/15/2013,Non-fatal injury,Daylight
9978,3396512,4/17/2013,Property damage only (none injured),Daylight
9979,3396794,4/18/2013,Property damage only (none injured),Dark - roadway not lighted
9980,3399012,4/15/2013,Property damage only (none injured),Dark - lighted roadway
9981,3402828,4/17/2013,Non-fatal injury,Daylight
9982,3402932,5/1/2013,Non-fatal injury,Daylight
9983,3403052,4/24/2013,Property damage only (none injured),Daylight
9984,3407632,3/30/2013,Property damage only (none injured),Dusk
9985,3407633,4/1/2013,Property damage only (none injured),Daylight
9986,3407634,4/3/2013,Property damage only (none injured),Daylight
9987,3407635,4/3/2013,Property damage only (none injured),Daylight
9988,3407636,4/5/2013,Property damage only (none injured),Dark - lighted roadway
9989,3407637,4/5/2013,Property damage only (none injured),Daylight
9990,3407832,4/9/2013,Not Reported,Daylight
9991,3411749,5/2/2013,Unknown,Daylight
9992,3413295,5/4/2013,Property damage only (none injured),Daylight
9993,3413297,5/5/2013,Non-fatal injury,Daylight
9994,3413298,5/5/2013,Property damage only (none injured),Daylight
9995,3413302,5/1/2013,Unknown,Dark - lighted roadway
9996,3413305,5/1/2013,Unknown,Dark - lighted roadway
9997,3413307,5/2/2013,Not Reported,Daylight
9998,3414253,5/2/2013,Property damage only (none injured),Daylight
9999,3414255,5/6/2013,Property damage only (none injured),Daylight
10000,3414256,5/9/2013,Property damage only (none injured),Dawn
10001,3414257,5/9/2013,Non-fatal injury,Daylight
10002,3419238,5/6/2013,Non-fatal injury,Daylight
10003,3420764,5/8/2013,Property damage only (none injured),Dusk
10004,3422320,5/11/2013,Property damage only (none injured),Daylight
10005,3422321,5/7/2013,Property damage only (none injured),Daylight
10006,3422338,5/7/2013,Not Reported,Daylight
10007,3422498,5/3/2013,Property damage only (none injured),Daylight
10008,3422499,5/13/2013,Property damage only (none injured),Daylight
10009,3422657,5/18/2013,Property damage only (none injured),Daylight
10010,3423056,5/13/2013,Property damage only (none injured),Daylight
10011,3424992,4/18/2013,Property damage only (none injured),Daylight
10012,3425008,4/22/2013,Property damage only (none injured),Dark - lighted roadway
10013,3425014,4/24/2013,Non-fatal injury,Daylight
10014,3425020,4/24/2013,Property damage only (none injured),Daylight
10015,3425022,4/27/2013,Not Reported,Daylight
10016,3425024,4/27/2013,Non-fatal injury,Daylight
10017,3425169,5/17/2013,Property damage only (none injured),Daylight
10018,3425732,4/28/2013,Unknown,Dark - lighted roadway
10019,3425735,4/28/2013,Non-fatal injury,Dark - lighted roadway
10020,3425742,4/26/2013,Property damage only (none injured),Daylight
10021,3425782,5/13/2013,Non-fatal injury,Dark - lighted roadway
10022,3426368,5/16/2013,Property damage only (none injured),Daylight
10023,3426369,5/19/2013,Property damage only (none injured),Dark - lighted roadway
10024,3426436,5/19/2013,Non-fatal injury,Daylight
10025,3426437,5/21/2013,Property damage only (none injured),Daylight
10026,3427900,5/10/2013,Property damage only (none injured),Daylight
10027,3427905,5/19/2013,Non-fatal injury,Daylight
10028,3428426,4/22/2013,Not Reported,Daylight
10029,3430169,5/7/2013,Property damage only (none injured),Daylight
10030,3430354,5/24/2013,Property damage only (none injured),Dark - lighted roadway
10031,3430454,5/25/2013,Not Reported,Dark - lighted roadway
10032,3432929,5/23/2013,Non-fatal injury,Daylight
10033,3434057,5/7/2013,Property damage only (none injured),Daylight
10034,3434058,5/28/2013,Property damage only (none injured),Daylight
10035,3434732,5/24/2013,Non-fatal injury,Daylight
10036,3436297,5/23/2013,Non-fatal injury,Daylight
10037,3436299,5/31/2013,Non-fatal injury,Dark - lighted roadway
10038,3437422,5/24/2013,Non-fatal injury,Daylight
10039,3437933,5/25/2013,Non-fatal injury,Daylight
10040,3438032,5/24/2013,Property damage only (none injured),Daylight
10041,3438131,5/26/2013,Unknown,Dark - roadway not lighted
10042,3438233,5/28/2013,Unknown,Dark - lighted roadway
10043,3438631,5/27/2013,Property damage only (none injured),Dark - lighted roadway
10044,3438731,5/20/2013,Unknown,Daylight
10045,3438734,5/20/2013,Non-fatal injury,Daylight
10046,3438835,5/21/2013,Non-fatal injury,Daylight
10047,3438935,5/18/2013,Non-fatal injury,Dawn
10048,3438939,5/22/2013,Non-fatal injury,Dark - lighted roadway
10049,3439975,5/31/2013,Non-fatal injury,Daylight
10050,3441485,5/28/2013,Property damage only (none injured),Daylight
10051,3441486,5/29/2013,Unknown,Daylight
10052,3441487,5/29/2013,Property damage only (none injured),Daylight
10053,3441491,5/30/2013,Property damage only (none injured),Daylight
10054,3441494,5/26/2013,Property damage only (none injured),Dark - lighted roadway
10055,3441496,6/2/2013,Unknown,Daylight
10056,3441502,5/31/2013,Non-fatal injury,Daylight
10057,3444432,6/1/2013,Property damage only (none injured),Daylight
10058,3445940,5/3/2013,Property damage only (none injured),Daylight
10059,3446046,2/18/2013,Non-fatal injury,Daylight
10060,3450573,5/18/2013,Non-fatal injury,Dark - lighted roadway
10061,3450575,5/15/2013,Non-fatal injury,Daylight
10062,3450578,5/14/2013,Property damage only (none injured),Daylight
10063,3450579,5/14/2013,Property damage only (none injured),Daylight
10064,3450580,5/15/2013,Property damage only (none injured),Dusk
10065,3450589,5/15/2013,Property damage only (none injured),Dark - roadway not lighted
10066,3450592,5/19/2013,Property damage only (none injured),Daylight
10067,3450595,5/18/2013,Non-fatal injury,Daylight
10068,3452274,5/22/2013,Property damage only (none injured),Daylight
10069,3452275,5/22/2013,Property damage only (none injured),Daylight
10070,3453014,5/31/2013,Property damage only (none injured),Daylight
10071,3453016,6/2/2013,Non-fatal injury,Dark - lighted roadway
10072,3453017,6/3/2013,Non-fatal injury,Daylight
10073,3453049,5/30/2013,Non-fatal injury,Daylight
10074,3453051,6/1/2013,Property damage only (none injured),Daylight
10075,3453052,6/3/2013,Property damage only (none injured),Daylight
10076,3453053,6/3/2013,Property damage only (none injured),Daylight
10077,3453054,6/7/2013,Property damage only (none injured),Daylight
10078,3453526,5/25/2013,Non-fatal injury,Daylight
10079,3453528,6/4/2013,Property damage only (none injured),Daylight
10080,3453529,6/4/2013,Non-fatal injury,Daylight
10081,3457729,6/2/2013,Non-fatal injury,Daylight
10082,3457911,6/1/2013,Property damage only (none injured),Daylight
10083,3459638,6/2/2013,Unknown,Daylight
10084,3459639,6/4/2013,Property damage only (none injured),Dark - roadway not lighted
10085,3459640,6/7/2013,Property damage only (none injured),Daylight
10086,3459641,6/8/2013,Unknown,Daylight
10087,3463707,5/29/2013,Property damage only (none injured),Daylight
10088,3463708,6/3/2013,Non-fatal injury,Daylight
10089,3463711,6/12/2013,Non-fatal injury,Daylight
10090,3471551,6/12/2013,Property damage only (none injured),Dark - lighted roadway
10091,3473131,6/7/2013,Non-fatal injury,Dark - unknown roadway lighting
10092,3475234,6/7/2013,Property damage only (none injured),Daylight
10093,3475728,6/14/2013,Non-fatal injury,Daylight
10094,3475730,6/15/2013,Property damage only (none injured),Dark - lighted roadway
10095,3475910,6/9/2013,Property damage only (none injured),Daylight
10096,3476534,6/9/2013,Property damage only (none injured),Daylight
10097,3479301,6/11/2013,Property damage only (none injured),Dark - lighted roadway
10098,3479310,6/5/2013,Not Reported,Daylight
10099,3481634,6/11/2013,Property damage only (none injured),Daylight
10100,3481635,6/12/2013,Non-fatal injury,Daylight
10101,3481636,6/16/2013,Unknown,Daylight
10102,3481637,6/16/2013,Unknown,Dark - lighted roadway
10103,3481638,6/18/2013,Non-fatal injury,Daylight
10104,3481639,6/10/2013,Unknown,Daylight
10105,3482118,6/13/2013,Non-fatal injury,Daylight
10106,3482119,6/15/2013,Property damage only (none injured),Dark - lighted roadway
10107,3486834,6/20/2013,Property damage only (none injured),Daylight
10108,3487948,6/19/2013,Property damage only (none injured),Daylight
10109,3491171,5/26/2013,Property damage only (none injured),Dark - lighted roadway
10110,3491174,6/23/2013,Property damage only (none injured),Daylight
10111,3491176,6/25/2013,Property damage only (none injured),Daylight
10112,3491177,6/28/2013,Property damage only (none injured),Daylight
10113,3491243,6/25/2013,Property damage only (none injured),Daylight
10114,3491638,6/26/2013,Property damage only (none injured),Daylight
10115,3493084,1/1/2013,Property damage only (none injured),Dark - lighted roadway
10116,3493131,6/26/2013,Property damage only (none injured),Daylight
10117,3493132,6/25/2013,Not Reported,Daylight
10118,3493133,6/27/2013,Non-fatal injury,Daylight
10119,3493134,6/27/2013,Property damage only (none injured),Dark - lighted roadway
10120,3493231,6/28/2013,Property damage only (none injured),Daylight
10121,3493331,6/28/2013,Property damage only (none injured),Daylight
10122,3493334,6/29/2013,Non-fatal injury,Daylight
10123,3495561,6/29/2013,Property damage only (none injured),Daylight
10124,3502061,7/3/2013,Property damage only (none injured),Dark - lighted roadway
10125,3503833,6/20/2013,Non-fatal injury,Not reported
10126,3503836,6/18/2013,Property damage only (none injured),Daylight
10127,3504031,6/22/2013,Unknown,Dark - lighted roadway
10128,3505531,7/4/2013,Non-fatal injury,Daylight
10129,3505533,7/6/2013,Property damage only (none injured),Dusk
10130,3508240,6/25/2013,Non-fatal injury,Daylight
10131,3509775,6/28/2013,Non-fatal injury,Daylight
10132,3509820,7/1/2013,Property damage only (none injured),Daylight
10133,3509823,7/1/2013,Non-fatal injury,Daylight
10134,3509830,7/3/2013,Non-fatal injury,Dark - lighted roadway
10135,3509850,6/28/2013,Property damage only (none injured),Dark - lighted roadway
10136,3509851,6/27/2013,Property damage only (none injured),Daylight
10137,3509935,7/4/2013,Non-fatal injury,Daylight
10138,3510685,7/8/2013,Property damage only (none injured),Daylight
10139,3510687,7/11/2013,Non-fatal injury,Daylight
10140,3523121,7/15/2013,Property damage only (none injured),Daylight
10141,3523459,7/11/2013,Non-fatal injury,Daylight
10142,3527735,7/12/2013,Property damage only (none injured),Daylight
10143,3527739,7/19/2013,Non-fatal injury,Dark - lighted roadway
10144,3527973,6/29/2013,Not Reported,Dark - lighted roadway
10145,3527977,7/18/2013,Property damage only (none injured),Daylight
10146,3528432,7/8/2013,Non-fatal injury,Daylight
10147,3528631,7/7/2013,Property damage only (none injured),Daylight
10148,3528632,7/13/2013,Property damage only (none injured),Dark - lighted roadway
10149,3528731,7/13/2013,Non-fatal injury,Daylight
10150,3528831,7/12/2013,Non-fatal injury,Daylight
10151,3537534,7/22/2013,Property damage only (none injured),Daylight
10152,3537536,7/22/2013,Non-fatal injury,Daylight
10153,3537537,7/18/2013,Property damage only (none injured),Daylight
10154,3537632,7/17/2013,Unknown,Dark - lighted roadway
10155,3537633,7/15/2013,Property damage only (none injured),Daylight
10156,3537634,7/15/2013,Property damage only (none injured),Daylight
10157,3540797,7/25/2013,Property damage only (none injured),Dusk
