,Name,GRADE,API_AD,coord,Lat,Lon,Color
2433,22 MARLBORO ST CHELSEA MA,Average +10,22+MARLBORO+ST+CHELSEA+MA,"(42.3933875, -71.0317156)",42.4009456,-71.03660239999999,orange
2434,26 MARLBORO ST CHELSEA MA,Average,26+MARLBORO+ST+CHELSEA+MA,"(42.3933569, -71.0315375)",42.4010919,-71.0367533,orange
2435,36 MARLBORO ST CHELSEA MA,Average,36+MARLBORO+ST+CHELSEA+MA,"(42.39335579999999, -71.0315299)",42.40167659999999,-71.03708139999999,orange
2436,38 MARLBORO ST CHELSEA MA,Average,38+MARLBORO+ST+CHELSEA+MA,"(42.3932967, -71.0313098)",42.40167659999999,-71.03708139999999,orange
2437,40 MARLBORO ST CHELSEA MA,Average,40+MARLBORO+ST+CHELSEA+MA,"(42.3933227, -71.03122809999999)",42.4020918,-71.0379373,orange
2438,42 MARLBORO ST CHELSEA MA,Average,42+MARLBORO+ST+CHELSEA+MA,"(42.3932405, -71.03118169999999)",42.4103778,-71.0335961,orange
2439,44 MARLBORO ST CHELSEA MA,Average,44+MARLBORO+ST+CHELSEA+MA,"(42.3932538, -71.03104239999999)",42.4097342,-71.0324353,orange
2440,56 MARLBORO ST CHELSEA MA,Average +10,56+MARLBORO+ST+CHELSEA+MA,"(42.3931733, -71.0308697)",42.4095303,-71.0321103,orange
2441,60 MARLBORO ST CHELSEA MA,Average,60+MARLBORO+ST+CHELSEA+MA,"(42.3931385, -71.03069409999999)",42.4099097,-71.0318897,orange
2443,66 MARLBORO ST CHELSEA MA,Average,66+MARLBORO+ST+CHELSEA+MA,"(42.3929885, -71.0304397)",42.389723,-71.03847950000001,orange
2444,70 MARLBORO ST CHELSEA MA,Average,70+MARLBORO+ST+CHELSEA+MA,"(42.3929686, -71.0301381)",42.389723,-71.03847950000001,orange
2445,72 MARLBORO ST CHELSEA MA,Average,72+MARLBORO+ST+CHELSEA+MA,"(42.3929385, -71.0300673)",42.3899868,-71.0376102,orange
2446,74 MARLBORO ST CHELSEA MA,Average,74+MARLBORO+ST+CHELSEA+MA,"(42.3928662, -71.02977130000001)",42.3899868,-71.0376102,orange
2448,86 MARLBORO ST CHELSEA MA,Average,86+MARLBORO+ST+CHELSEA+MA,"(42.3927779, -71.02944389999999)",42.39001349999999,-71.0363819,orange
2449,90 MARLBORO ST CHELSEA MA,Average,90+MARLBORO+ST+CHELSEA+MA,"(42.3927531, -71.02941729999999)",42.39001349999999,-71.0363819,orange
2450,92 MARLBORO ST CHELSEA MA,Average,92+MARLBORO+ST+CHELSEA+MA,"(42.3927293, -71.02927799999999)",42.39001349999999,-71.0363819,orange
2451,69 MARLBORO ST CHELSEA MA,Average,69+MARLBORO+ST+CHELSEA+MA,"(42.3926869, -71.0301138)",42.39001349999999,-71.0363819,orange
2452,63 MARLBORO ST CHELSEA MA,Average,63+MARLBORO+ST+CHELSEA+MA,"(42.3927346, -71.0303923)",42.39001349999999,-71.0363819,orange
2453,61 MARLBORO ST CHELSEA MA,Average,61+MARLBORO+ST+CHELSEA+MA,"(42.3927598, -71.0304716)",42.3903234,-71.0362426,orange
2454,57 MARLBORO ST CHELSEA MA,Average,57+MARLBORO+ST+CHELSEA+MA,"(42.3927999, -71.03061869999999)",42.390408,-71.0359969,orange
2455,51 MARLBORO ST CHELSEA MA,Average,51+MARLBORO+ST+CHELSEA+MA,"(42.3928432, -71.03081019999999)",42.3904418,-71.0359132,orange
2456,47 MARLBORO ST CHELSEA MA,Average,47+MARLBORO+ST+CHELSEA+MA,"(42.3929491, -71.0309959)",42.39945830000001,-71.0297011,orange
2457,49 MARLBORO ST CHELSEA MA,Average,49+MARLBORO+ST+CHELSEA+MA,"(42.3929903, -71.0310215)",42.3995008,-71.02931269999999,orange
2459,43 MARLBORO ST CHELSEA MA,Average +10,43+MARLBORO+ST+CHELSEA+MA,"(42.392973, -71.03113520000001)",42.39937090000001,-71.02919039999999,orange
2461,15 MARLBORO ST CHELSEA MA,Average +10,15+MARLBORO+ST+CHELSEA+MA,"(42.3931822, -71.0319246)",42.3988405,-71.0291408,orange
2462,1 MARLBORO ST CHELSEA MA,Average +10,1+MARLBORO+ST+CHELSEA+MA,"(42.3932965, -71.032401)",42.3987686,-71.0290586,orange
2463,24 GROVE ST CHELSEA MA,Below Average,24+GROVE+ST+CHELSEA+MA,"(42.392997, -71.032039)",42.3989544,-71.02881370000001,darkred
2464,26 GROVE ST CHELSEA MA,Average,26+GROVE+ST+CHELSEA+MA,"(42.392972, -71.03195199999999)",42.3988676,-71.028686,orange
2465,26 GROVE ST CHELSEA MA,Average,26+GROVE+ST+CHELSEA+MA,"(42.392972, -71.03195199999999)",42.39876630000001,-71.0285815,orange
2466,26 GROVE ST CHELSEA MA,Average,26+GROVE+ST+CHELSEA+MA,"(42.392972, -71.03195199999999)",42.3981279,-71.0285351,orange
2467,50 GROVE ST CHELSEA MA,Average,50+GROVE+ST+CHELSEA+MA,"(42.3927743, -71.0312745)",42.398022,-71.0283494,orange
2468,52 GROVE ST CHELSEA MA,Average,52+GROVE+ST+CHELSEA+MA,"(42.3927584, -71.03118169999999)",42.3980908,-71.02788509999999,orange
2469,58 GROVE ST CHELSEA MA,Average,58+GROVE+ST+CHELSEA+MA,"(42.3927425, -71.03108879999999)",42.3975266,-71.0278386,orange
2470,60 GROVE ST CHELSEA MA,Average,60+GROVE+ST+CHELSEA+MA,"(42.39271859999999, -71.03094949999999)",42.3978134,-71.0276181,orange
2471,62 GROVE ST CHELSEA MA,Average,62+GROVE+ST+CHELSEA+MA,"(42.3926577, -71.03081019999999)",42.3972882,-71.0270957,orange
2472,64 GROVE ST CHELSEA MA,Average,64+GROVE+ST+CHELSEA+MA,"(42.392622, -71.0306669)",42.39703129999999,-71.0273279,orange
2473,105 LIBRARY ST CHELSEA MA,Average,105+LIBRARY+ST+CHELSEA+MA,"(42.3926503, -71.0281213)",42.3963844,-71.026626,orange
2474,103 LIBRARY ST CHELSEA MA,Average,103+LIBRARY+ST+CHELSEA+MA,"(42.39268149999999, -71.0282622)",42.3882656,-71.0382181,orange
2475,62 GERRISH AV CHELSEA MA,Average,62+GERRISH+AV+CHELSEA+MA,"(42.3935876, -71.0284422)",42.3882656,-71.0382181,orange
2476,231 SPRUCE ST CHELSEA MA,Average,231+SPRUCE+ST+CHELSEA+MA,"(42.3970822, -71.036022)",42.3885905,-71.0384712,orange
2477,93 SIXTH ST CHELSEA MA,Average,93+SIXTH+ST+CHELSEA+MA,"(42.3970146, -71.0359524)",42.38856380000001,-71.0384689,orange
2478,91 SIXTH ST CHELSEA MA,Average,91+SIXTH+ST+CHELSEA+MA,"(42.3969279, -71.03582469999999)",42.3886899,-71.0380475,orange
2479,89 SIXTH ST CHELSEA MA,Average,89+SIXTH+ST+CHELSEA+MA,"(42.3968219, -71.035639)",42.3886899,-71.0380475,orange
2480,87 SIXTH ST CHELSEA MA,Average,87+SIXTH+ST+CHELSEA+MA,"(42.3966868, -71.0354997)",42.38871779999999,-71.03791410000001,orange
2481,85 SIXTH ST CHELSEA MA,Average,85+SIXTH+ST+CHELSEA+MA,"(42.3965305, -71.0354533)",42.38871779999999,-71.03791410000001,orange
2482,69 SIXTH ST CHELSEA MA,Average,69+SIXTH+ST+CHELSEA+MA,"(42.3964213, -71.03530239999999)",42.38871779999999,-71.03791410000001,orange
2483,67 SIXTH ST CHELSEA MA,Average,67+SIXTH+ST+CHELSEA+MA,"(42.3963762, -71.0352559)",42.38871779999999,-71.03791410000001,orange
2484,65 SIXTH ST CHELSEA MA,Average,65+SIXTH+ST+CHELSEA+MA,"(42.3963008, -71.03513989999999)",42.3887958,-71.03786869999999,orange
2485,256 ARLINGTON ST CHELSEA MA,Average,256+ARLINGTON+ST+CHELSEA+MA,"(42.3961447, -71.0343469)",42.3887958,-71.03786869999999,orange
2486,32 HEARD ST CHELSEA MA,Average,32+HEARD+ST+CHELSEA+MA,"(42.39624329999999, -71.0341911)",42.388845,-71.0378357,orange
2487,44 HEARD ST CHELSEA MA,Average,44+HEARD+ST+CHELSEA+MA,"(42.3963849, -71.03438539999999)",42.388845,-71.0378357,orange
2488,46 HEARD ST CHELSEA MA,Average,46+HEARD+ST+CHELSEA+MA,"(42.396372, -71.034493)",42.3889603,-71.0378802,orange
2489,48 HEARD ST CHELSEA MA,Average,48+HEARD+ST+CHELSEA+MA,"(42.3965041, -71.0344318)",42.3889603,-71.0378802,orange
2490,50 HEARD ST CHELSEA MA,Average,50+HEARD+ST+CHELSEA+MA,"(42.3965279, -71.0345711)",42.3889603,-71.0378802,orange
2491,54 HEARD ST CHELSEA MA,Average,54+HEARD+ST+CHELSEA+MA,"(42.3966339, -71.0347568)",42.3889603,-71.0378802,orange
2492,56 HEARD ST CHELSEA MA,Average,56+HEARD+ST+CHELSEA+MA,"(42.396769, -71.0348961)",42.3889965,-71.0377566,orange
2493,58 HEARD ST CHELSEA MA,Average,58+HEARD+ST+CHELSEA+MA,"(42.3968868, -71.0349688)",42.3889965,-71.0377566,orange
2494,62 HEARD ST CHELSEA MA,Average,62+HEARD+ST+CHELSEA+MA,"(42.396957, -71.0351283)",42.3889965,-71.0377566,orange
2495,53 HEARD ST CHELSEA MA,Average,53+HEARD+ST+CHELSEA+MA,"(42.396965, -71.03452469999999)",42.3889965,-71.0377566,orange
2496,51 HEARD ST CHELSEA MA,Average,51+HEARD+ST+CHELSEA+MA,"(42.3968637, -71.0344202)",42.3892226,-71.03821590000001,orange
2497,47 HEARD ST CHELSEA MA,Average,47+HEARD+ST+CHELSEA+MA,"(42.3966915, -71.0342809)",42.3892226,-71.03821590000001,orange
2498,45 HEARD ST CHELSEA MA,Average,45+HEARD+ST+CHELSEA+MA,"(42.3966339, -71.0341068)",42.3892226,-71.03821590000001,orange
2499,2 EDEN ST CHELSEA MA,Average,2+EDEN+ST+CHELSEA+MA,"(42.396811, -71.033951)",42.3892226,-71.03821590000001,orange
2500,4 EDEN ST CHELSEA MA,Average,4+EDEN+ST+CHELSEA+MA,"(42.3967617, -71.0339327)",42.3892226,-71.03821590000001,orange
2501,6 EDEN ST CHELSEA MA,Average,6+EDEN+ST+CHELSEA+MA,"(42.3967015, -71.0340674)",42.3892226,-71.03821590000001,orange
2502,8 EDEN ST CHELSEA MA,Average,8+EDEN+ST+CHELSEA+MA,"(42.396773, -71.0338318)",42.3892226,-71.03821590000001,orange
2503,10 EDEN ST CHELSEA MA,Average,10+EDEN+ST+CHELSEA+MA,"(42.3967805, -71.0338156)",42.3892226,-71.03821590000001,orange
2504,12 EDEN ST CHELSEA MA,Average,12+EDEN+ST+CHELSEA+MA,"(42.3968346, -71.0338166)",42.3892226,-71.03821590000001,orange
2505,14 EDEN ST CHELSEA MA,Average,14+EDEN+ST+CHELSEA+MA,"(42.3969681, -71.0336141)",42.3892226,-71.03821590000001,orange
2506,42 BLOSSOM ST CHELSEA MA,Average,42+BLOSSOM+ST+CHELSEA+MA,"(42.397026, -71.03401389999999)",42.3892226,-71.03821590000001,orange
2507,31 BLOSSOM ST CHELSEA MA,Average,31+BLOSSOM+ST+CHELSEA+MA,"(42.3968618, -71.033271)",42.3892226,-71.03821590000001,orange
2508,25 BLOSSOM ST CHELSEA MA,Average,25+BLOSSOM+ST+CHELSEA+MA,"(42.3967525, -71.03312009999999)",42.3892226,-71.03821590000001,orange
2509,8 ALBION PL CHELSEA MA,Average,8+ALBION+PL+CHELSEA+MA,"(42.3962379, -71.033123)",42.3892226,-71.03821590000001,orange
2510,7 ALBION PL CHELSEA MA,Average,7+ALBION+PL+CHELSEA+MA,"(42.396206, -71.033163)",42.3892226,-71.03821590000001,orange
2511,6 ALBION PL CHELSEA MA,Average,6+ALBION+PL+CHELSEA+MA,"(42.396137, -71.0332449)",42.3892226,-71.03821590000001,orange
2512,30 BLOSSOM ST CHELSEA MA,Average,30+BLOSSOM+ST+CHELSEA+MA,"(42.396546, -71.033498)",42.3892226,-71.03821590000001,orange
2513,7 EDEN ST CHELSEA MA,Average,7+EDEN+ST+CHELSEA+MA,"(42.3965383, -71.03380779999999)",42.3892226,-71.03821590000001,orange
2514,39 HEARD ST CHELSEA MA,Average,39+HEARD+ST+CHELSEA+MA,"(42.396469, -71.0339559)",42.3892226,-71.03821590000001,orange
2515,37 HEARD ST CHELSEA MA,Average,37+HEARD+ST+CHELSEA+MA,"(42.3963975, -71.03386300000001)",42.3902367,-71.03643989999999,orange
2516,35 HEARD ST CHELSEA MA,Average,35+HEARD+ST+CHELSEA+MA,"(42.3963816, -71.03377019999999)",42.3904983,-71.0365659,orange
2517,31 HEARD ST CHELSEA MA,Average,31+HEARD+ST+CHELSEA+MA,"(42.396269, -71.03365409999999)",42.3905195,-71.0365212,orange
2518,25 HEARD ST CHELSEA MA,Average,25+HEARD+ST+CHELSEA+MA,"(42.396181, -71.0334103)",42.3909674,-71.035761,orange
2519,23 HEARD ST CHELSEA MA,Average,23+HEARD+ST+CHELSEA+MA,"(42.3960673, -71.03341689999999)",42.3912534,-71.0351747,orange
2520,27 HEARD ST CHELSEA MA,Average,27+HEARD+ST+CHELSEA+MA,"(42.3962039, -71.03360359999999)",42.3913321,-71.0351412,orange
2521,17 HEARD ST CHELSEA MA,Average,17+HEARD+ST+CHELSEA+MA,"(42.3959717, -71.033271)",42.3913321,-71.0351412,orange
2522,13 HEARD ST CHELSEA MA,Average,13+HEARD+ST+CHELSEA+MA,"(42.3958463, -71.0331846)",42.3884009,-71.04016829999999,orange
2523,60 WASHINGTON AV CHELSEA MA,Average,60+WASHINGTON+AV+CHELSEA+MA,"(42.3948829, -71.0334103)",42.3884009,-71.04016829999999,orange
2524,26 HEARD ST CHELSEA MA,Average,26+HEARD+ST+CHELSEA+MA,"(42.39590279999999, -71.0337354)",42.3884009,-71.04016829999999,orange
2525,28 HEARD ST CHELSEA MA,Average,28+HEARD+ST+CHELSEA+MA,"(42.3959962, -71.0337934)",42.3884009,-71.04016829999999,orange
2526,30 HEARD ST CHELSEA MA,Average,30+HEARD+ST+CHELSEA+MA,"(42.39602989999999, -71.0338282)",42.38834019999999,-71.04021110000001,orange
2527,255 ARLINGTON ST CHELSEA MA,Average,255+ARLINGTON+ST+CHELSEA+MA,"(42.3959432, -71.0340255)",42.38834019999999,-71.04021110000001,orange
2528,253 ARLINGTON ST CHELSEA MA,Average,253+ARLINGTON+ST+CHELSEA+MA,"(42.395821, -71.034088)",42.38834019999999,-71.04021110000001,orange
2529,19 SIXTH ST CHELSEA MA,Average,19+SIXTH+ST+CHELSEA+MA,"(42.3950407, -71.0338266)",42.3883144,-71.0406314,orange
2530,17 SIXTH ST CHELSEA MA,Average,17+SIXTH+ST+CHELSEA+MA,"(42.3949313, -71.03374699999999)",42.3882227,-71.0403865,orange
2531,21 EDEN ST CHELSEA MA,Average,21+EDEN+ST+CHELSEA+MA,"(42.396998, -71.0329668)",42.3882878,-71.0405317,orange
2532,19 EDEN ST CHELSEA MA,Average,19+EDEN+ST+CHELSEA+MA,"(42.3969348, -71.0330779)",42.3881823,-71.04042129999999,orange
2533,322 CHESTNUT ST CHELSEA MA,Average,322+CHESTNUT+ST+CHELSEA+MA,"(42.3949041, -71.03266750000002)",42.3882062,-71.04069559999999,orange
2534,11 HEARD ST CHELSEA MA,Average,11+HEARD+ST+CHELSEA+MA,"(42.3958166, -71.0331709)",42.3881418,-71.0404561,orange
2535,90 WASHINGTON AV CHELSEA MA,Average,90+WASHINGTON+AV+CHELSEA+MA,"(42.396048, -71.0327987)",42.3881418,-71.0404561,orange
2536,10 BLOSSOM ST CHELSEA MA,Average,10+BLOSSOM+ST+CHELSEA+MA,"(42.3962306, -71.032888)",42.3881418,-71.0404561,orange
2537,21 BLOSSOM ST CHELSEA MA,Average,21+BLOSSOM+ST+CHELSEA+MA,"(42.396717, -71.032999)",42.3881346,-71.0407472,orange
2538,17 BLOSSOM ST CHELSEA MA,Average,17+BLOSSOM+ST+CHELSEA+MA,"(42.3966128, -71.0328996)",42.3881346,-71.0407472,orange
2539,13 BLOSSOM ST CHELSEA MA,Average,13+BLOSSOM+ST+CHELSEA+MA,"(42.3964856, -71.0328067)",42.3879861,-71.0407927,orange
2540,102 WASHINGTON AV CHELSEA MA,Average,102+WASHINGTON+AV+CHELSEA+MA,"(42.3963883, -71.0324005)",42.3879861,-71.0407927,orange
2541,104 WASHINGTON AV CHELSEA MA,Average,104+WASHINGTON+AV+CHELSEA+MA,"(42.396488, -71.03242)",42.3878044,-71.04058789999999,orange
2543,108 WASHINGTON AV CHELSEA MA,Average,108+WASHINGTON+AV+CHELSEA+MA,"(42.3965757, -71.0322496)",42.3877395,-71.04063769999999,orange
2544,14 ADDISON ST CHELSEA MA,Average,14+ADDISON+ST+CHELSEA+MA,"(42.39689, -71.032575)",42.3877568,-71.0408893,orange
2545,16 ADDISON ST CHELSEA MA,Average,16+ADDISON+ST+CHELSEA+MA,"(42.3969484, -71.0327178)",42.3876767,-71.0406661,orange
2546,25 EDEN ST CHELSEA MA,Average,25+EDEN+ST+CHELSEA+MA,"(42.39700759999999, -71.0329618)",42.3876767,-71.0406661,orange
2547,9 ADDISON ST CHELSEA MA,Average,9+ADDISON+ST+CHELSEA+MA,"(42.396952, -71.032195)",42.4083518,-71.0347568,orange
2549,117 WASHINGTON AV CHELSEA MA,Average,117+WASHINGTON+AV+CHELSEA+MA,"(42.3966416, -71.0316319)",42.408338,-71.034246,orange
2550,105 WASHINGTON AV CHELSEA MA,Average,105+WASHINGTON+AV+CHELSEA+MA,"(42.3963638, -71.0318781)",42.408338,-71.034246,orange
2551,101 WASHINGTON AV CHELSEA MA,Average,101+WASHINGTON+AV+CHELSEA+MA,"(42.3962265, -71.0320192)",42.3899631,-71.0424294,orange
2552,97 WASHINGTON AV CHELSEA MA,Average,97+WASHINGTON+AV+CHELSEA+MA,"(42.3960859, -71.0321529)",42.3901167,-71.04256869999999,orange
2553,93 WASHINGTON AV CHELSEA MA,Average,93+WASHINGTON+AV+CHELSEA+MA,"(42.3960319, -71.0323104)",42.3900937,-71.0428816,orange
2554,8 CRESCENT AV CHELSEA MA,Average,8+CRESCENT+AV+CHELSEA+MA,"(42.39595629999999, -71.0321161)",42.3902249,-71.0430196,orange
2555,8 TUDOR ST CHELSEA MA,Average,8+TUDOR+ST+CHELSEA+MA,"(42.3960282, -71.031688)",42.3904849,-71.0429865,orange
2556,18 TUDOR ST CHELSEA MA,Average,18+TUDOR+ST+CHELSEA+MA,"(42.3964837, -71.0313427)",42.3905529,-71.0430429,orange
2557,24 TUDOR ST CHELSEA MA,Average +20,24+TUDOR+ST+CHELSEA+MA,"(42.3966161, -71.03124989999999)",42.3905529,-71.0430429,orange
2558,32 TUDOR ST CHELSEA MA,Average,32+TUDOR+ST+CHELSEA+MA,"(42.3968155, -71.0310975)",42.3905935,-71.0430794,orange
2559,34 TUDOR ST CHELSEA MA,Average,34+TUDOR+ST+CHELSEA+MA,"(42.3969692, -71.0308502)",42.3906891,-71.0431811,orange
2560,29 TUDOR ST CHELSEA MA,Average,29+TUDOR+ST+CHELSEA+MA,"(42.3965678, -71.0309031)",42.3906891,-71.0431811,orange
2561,12 CLARK AV CHELSEA MA,Average,12+CLARK+AV+CHELSEA+MA,"(42.3961305, -71.0302209)",42.3907891,-71.04330019999999,orange
2562,10 LAWRENCE ST CHELSEA MA,Average,10+LAWRENCE+ST+CHELSEA+MA,"(42.396372, -71.03045)",42.3907891,-71.04330019999999,orange
2563,14 LAWRENCE ST CHELSEA MA,Average,14+LAWRENCE+ST+CHELSEA+MA,"(42.396483, -71.0306245)",42.3907143,-71.04354649999999,orange
2564,16 LAWRENCE ST CHELSEA MA,Average,16+LAWRENCE+ST+CHELSEA+MA,"(42.396583, -71.0306129)",42.3907143,-71.04354649999999,orange
2565,21 LAWRENCE ST CHELSEA MA,Average,21+LAWRENCE+ST+CHELSEA+MA,"(42.3970075, -71.03043880000001)",42.3909704,-71.043495,orange
2566,17 LAWRENCE ST CHELSEA MA,Average,17+LAWRENCE+ST+CHELSEA+MA,"(42.3969062, -71.0303343)",42.3909704,-71.043495,orange
2567,15 LAWRENCE ST CHELSEA MA,Average,15+LAWRENCE+ST+CHELSEA+MA,"(42.3968386, -71.0302647)",42.3941493,-71.0349339,orange
2568,11 LAWRENCE ST CHELSEA MA,Average,11+LAWRENCE+ST+CHELSEA+MA,"(42.3967373, -71.0301602)",42.3940545,-71.0346106,orange
2569,1 LAWRENCE ST CHELSEA MA,Average,1+LAWRENCE+ST+CHELSEA+MA,"(42.39634789999999, -71.02983520000001)",42.3940545,-71.0346106,orange
2570,24 CLARK AV CHELSEA MA,Average,24+CLARK+AV+CHELSEA+MA,"(42.3964499, -71.02967269999999)",42.3942444,-71.0347389,orange
2571,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.3942361,-71.0342522,darkred
2572,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.3942361,-71.0342522,darkred
2573,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.3945551,-71.0342015,darkred
2574,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.3945551,-71.0342015,darkred
2575,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.3945941,-71.0341068,darkred
2576,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.4015183,-71.0266779,darkred
2577,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.4015183,-71.0266779,darkred
2578,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.4018944,-71.0271422,darkred
2579,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.4018944,-71.0271422,darkred
2580,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.4017547,-71.0275717,darkred
2581,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.4022719,-71.02772259999999,darkred
2582,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.4015546,-71.02722779999999,darkred
2583,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.4020084,-71.02802439999999,darkred
2584,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.402015,-71.02824,darkred
2585,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.402015,-71.02824,darkred
2586,33 CARY AV CHELSEA MA,Below Average,33+CARY+AV+CHELSEA+MA,"(42.3965664, -71.0294869)",42.4022044,-71.0283029,darkred
2587,31 CARY AV CHELSEA MA,Average,31+CARY+AV+CHELSEA+MA,"(42.3967161, -71.029603)",42.4025746,-71.0281959,orange
2588,29 CARY AV CHELSEA MA,Average,29+CARY+AV+CHELSEA+MA,"(42.396777, -71.0297423)",42.40260079999999,-71.028237,orange
2590,30 CARY AV CHELSEA MA,Average,30+CARY+AV+CHELSEA+MA,"(42.39707629999999, -71.0293244)",42.4025938,-71.0288951,orange
2591,32 CARY AV CHELSEA MA,Average,32+CARY+AV+CHELSEA+MA,"(42.39694919999999, -71.0292316)",42.4025938,-71.0288951,orange
2592,34 CARY AV CHELSEA MA,Average,34+CARY+AV+CHELSEA+MA,"(42.3968512, -71.0290923)",42.4026123,-71.028953,orange
2593,36 CARY AV CHELSEA MA,Average,36+CARY+AV+CHELSEA+MA,"(42.3967611, -71.0289994)",42.4029219,-71.028702,orange
2594,34 CLARK AV CHELSEA MA,Average,34+CLARK+AV+CHELSEA+MA,"(42.3968777, -71.02881370000001)",42.4027183,-71.02913869999999,orange
2595,33 CLARK AV CHELSEA MA,Average,33+CLARK+AV+CHELSEA+MA,"(42.3966234, -71.028628)",42.40315529999999,-71.0290923,orange
2596,40 CARY AV CHELSEA MA,Average,40+CARY+AV+CHELSEA+MA,"(42.396436, -71.0286713)",42.4029143,-71.0287673,orange
2597,43 CARY AV CHELSEA MA,Average,43+CARY+AV+CHELSEA+MA,"(42.3960406, -71.0289066)",42.41123839999999,-71.0316924,orange
2598,41 CARY AV CHELSEA MA,Average,41+CARY+AV+CHELSEA+MA,"(42.39612270000001, -71.028953)",42.4107935,-71.0316924,orange
2599,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.4105526,-71.0320174,darkred
2600,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.4102374,-71.03234239999999,darkred
2601,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.4098349,-71.0328067,darkred
2602,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.4022139,-71.0403298,darkred
2603,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.4022139,-71.0403298,darkred
2604,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.4022877,-71.03951590000001,darkred
2605,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.4024267,-71.0393534,darkred
2606,39 CARY AV CHELSEA MA,Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.4025768,-71.0399789,orange
2607,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.4029432,-71.0397713,darkred
2608,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.403375,-71.0392605,darkred
2609,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.403758,-71.038741,darkred
2610,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.40391899999999,-71.03858400000001,darkred
2611,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.4039286,-71.0383784,darkred
2612,39 CARY AV CHELSEA MA,Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.40434399999999,-71.0340779,orange
2613,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.40434399999999,-71.0340779,darkred
2614,39 CARY AV CHELSEA MA,Below Average,39+CARY+AV+CHELSEA+MA,"(42.3962221, -71.0292084)",42.404281,-71.03285319999999,darkred
2615,23 CLARK AV CHELSEA MA,Average,23+CLARK+AV+CHELSEA+MA,"(42.3961492, -71.0293244)",42.4043009,-71.0326442,orange
2616,13 CLARK AV CHELSEA MA,Average,13+CLARK+AV+CHELSEA+MA,"(42.395806, -71.029893)",42.4043658,-71.0318317,orange
2617,11 CLARK AV CHELSEA MA,Average +10,11+CLARK+AV+CHELSEA+MA,"(42.3957874, -71.0300596)",42.404477,-71.03118169999999,orange
